,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
10544,U001,0200792293,UNIFIE foundation,,2020.0,1930832775.0,2020-04-28,2020-05-13,2020-04-28,NAA8,50913.18
10552,U001,200744019,TARG co,,2020.0,1930834005.0,2020-04-29,2020-05-14,2020-04-29,NAA8,3102.7
10555,U001,0200759878,SA associates,,2020.0,1930638684.0,2020-03-13,2020-03-28,2020-03-13,NAH4,15005.29
10561,U001,0200769623,WAL-MAR corp,,2020.0,1930797397.0,2020-04-19,2020-05-04,2020-04-19,NAH4,27713.53
10578,U001,0200762301,C&S WH systems,,2020.0,1930571169.0,2020-02-27,2020-03-13,2020-02-27,NAC6,9666.36
10580,U001,0200770677,KRAS llc,,2020.0,1930730912.0,2020-04-03,2020-04-18,2020-04-03,NAA8,40469.12
10587,CA02,140105847,GORDON F corp,,2020.0,2960632014.0,2020-04-30,2020-05-17,2020-05-07,CA10,1209.6
10589,U001,0200769623,WAL-MAR co,,2020.0,1930785374.0,2020-04-14,2020-04-29,2020-04-14,NAH4,34497.0
10597,U001,0200769623,WAL-MAR llc,,2020.0,1930794303.0,2020-04-16,2020-05-01,2020-04-16,NAH4,27810.76
10599,U001,0200769623,WAL-MAR us,,2020.0,1930803100.0,2020-04-19,2020-05-04,2020-04-19,NAH4,1898.9
10601,U001,0200772595,SAFEW corp,,2020.0,1930713245.0,2020-04-01,2020-04-16,2020-04-01,NAA8,49191.07
10604,U001,200744019,TARG in,,2020.0,1930859174.0,2020-05-06,2020-05-21,2020-05-06,NAA8,17478.33
10607,U001,0200900212,CASEY trust,,2020.0,1930816239.0,2020-04-22,2020-05-07,2020-04-22,NAA8,8580.92
10608,U001,0200744019,TARG corp,,2020.0,1930654235.0,2020-03-17,2020-04-01,2020-03-17,NAA8,15663.41
10613,CA02,0140104440,SO corp,,2020.0,2960621658.0,2020-03-17,2020-03-28,2020-03-18,CA10,45561.208
10617,U001,0200727278,BLOU llc,,2020.0,1930739544.0,2020-04-06,2020-04-21,2020-04-06,NAA8,78970.95
10623,U001,0200769623,WAL-MAR us,,2020.0,1930774766.0,2020-04-13,2020-04-28,2020-04-13,NAH4,3893.73
10624,U001,0200769623,WAL-MAR ,,2020.0,1930716474.0,2020-03-29,2020-04-13,2020-03-29,NAH4,39853.56
10625,U001,0200793513,KROGER ,,2020.0,1930796444.0,2020-04-17,2020-05-02,2020-04-17,NAA8,22844.09
10635,U001,0200707741,SMART &  foundation,,2020.0,1930637161.0,2020-03-11,2020-03-26,2020-03-11,NAA8,29525.12
10639,U001,0200769623,WAL-MAR ,,2020.0,1930844787.0,2020-05-01,2020-05-16,2020-05-01,NAH4,9802.64
10645,U001,200148860,DOLLA systems,,2020.0,1930711247.0,2020-03-29,2020-04-13,2020-03-29,NAA8,86591.21
10650,CA02,0140104225,SAVE-ON- trust,,2020.0,2960620361.0,2020-03-12,2020-03-23,2020-03-13,CA10,75383.12599999999
10651,U001,200769623,WAL-MAR trust,,2020.0,1930893129.0,2020-05-12,2020-05-27,2020-05-12,NAH4,26162.78
10653,U001,0200769623,WAL-MAR foundation,,2020.0,1930705866.0,2020-03-26,2020-04-10,2020-03-26,NAH4,22864.11
10662,U001,0200744019,TARG associates,,2020.0,1930825929.0,2020-04-25,2020-05-10,2020-04-25,NAA8,25487.34
10663,U001,0200707822,PUBLI corp,,2020.0,1930763820.0,2020-04-07,2020-04-22,2020-04-07,NAA8,11859.71
10665,U001,0200769623,WAL-MAR llc,,2020.0,1930826946.0,2020-04-26,2020-05-11,2020-04-26,NAH4,36575.17
10668,U001,0200769623,WAL-MAR co,,2020.0,1930643332.0,2020-03-13,2020-03-28,2020-03-13,NAH4,15268.72
10670,U001,0200148860,DOLLA corporation,,2020.0,1930686794.0,2020-03-24,2020-04-08,2020-03-24,NAA8,64917.82
10671,U001,0200769623,WAL-MAR associates,,2020.0,1930713191.0,2020-03-29,2020-04-13,2020-03-29,NAH4,30856.78
10672,U001,0200769623,WAL-MAR llc,,2020.0,1930700639.0,2020-03-26,2020-04-10,2020-03-26,NAH4,35080.14
10675,U001,0200729942,SA trust,,2020.0,1930830256.0,2020-04-27,2020-05-12,2020-04-27,NAA8,17255.95
10678,U001,0200775094,SAVE M associates,,2020.0,1930630645.0,2020-03-10,2020-03-25,2020-03-10,NAA8,72431.97
10680,U001,0200769623,WAL-MAR corporation,,2020.0,1930619786.0,2020-03-07,2020-03-22,2020-03-07,NAH4,41634.08
10683,U001,0200744019,TARG in,,2020.0,1930725079.0,2020-04-01,2020-04-16,2020-04-01,NAA8,7725.02
10685,U001,0200769623,WAL-MAR corporation,,2020.0,1930860004.0,2020-05-05,2020-05-20,2020-05-05,NAH4,8949.7
10693,U001,0200769623,WAL-MAR co,,2020.0,1930710113.0,2020-03-28,2020-04-12,2020-03-28,NAH4,75620.63
10696,U001,0200769623,WAL-MAR ,,2020.0,1930698817.0,2020-03-27,2020-04-11,2020-03-27,NAH4,18492.88
10697,U001,0200418007,AM us,,2020.0,1930752249.0,2020-04-06,2020-06-10,2020-04-06,NAGD,1765.44
10698,U001,0200704858,WAKE associates,,2020.0,1930727340.0,2020-04-01,2020-04-16,2020-04-01,NAA8,9207.28
10710,U001,0200771157,WEIS in,,2020.0,1930758186.0,2020-04-07,2020-04-22,2020-04-07,NAA8,59660.9
10711,U001,0200769623,WAL-MAR foundation,,2020.0,1930580965.0,2020-02-28,2020-03-14,2020-02-28,NAH4,16157.62
10717,U001,0200418007,AM us,,2020.0,1930776648.0,2020-04-15,2020-04-30,2020-04-15,NAA8,725.86
10718,U001,0200704045,RA trust,,2020.0,1930598322.0,2020-03-03,2020-03-18,2020-03-03,NAA8,5436.98
10719,U001,0200762301,C&S WH corporation,,2020.0,1930760242.0,2020-04-08,2020-04-23,2020-04-08,NAC6,73017.1
10722,U001,0200132251,SUPERB foundation,,2020.0,1930759321.0,2020-04-12,2020-04-27,2020-04-12,NAA8,2650.95
10727,U001,0200875006,KROGER trust,,2020.0,1930577733.0,2020-02-27,2020-03-13,2020-02-27,NAA8,103118.08
10728,U001,0200138417,K&K  systems,,2020.0,1930565149.0,2020-02-29,2020-05-04,2020-02-29,NAGD,309.69
10731,U001,0200793568,SUPE systems,,2020.0,1930717355.0,2020-03-30,2020-04-14,2020-03-30,NAA8,164114.22
10733,CA02,140104409,LOB trust,,2020.0,2960624280.0,2020-03-25,2020-04-04,2020-03-25,CA10,17627.904
10739,U001,0200725421,BEN  co,,2020.0,1930859728.0,2020-05-07,2020-05-22,2020-05-07,NAA8,25086.9
10762,U001,200936373,SUPE associates,,2020.0,1930852225.0,2020-05-05,2020-05-20,2020-05-05,NAA8,86114.22
10765,U001,0200772595,SAFEW co,,2020.0,1930784770.0,2020-04-14,2020-04-29,2020-04-14,NAA8,46966.46
10772,U001,200769623,WAL-MAR ,,2020.0,1930879546.0,2020-05-10,2020-05-25,2020-05-10,NAH4,26390.45
10773,U001,0200353024,DECA trust,,2020.0,1930606737.0,2020-03-05,2020-03-24,2020-03-01,NAM4,54.0
10784,U001,0200759878,SA foundation,,2020.0,1930830188.0,2020-04-29,2020-05-14,2020-04-29,NAH4,62867.93
10794,U001,0200714601,HOGG  corp,,2020.0,1930747484.0,2020-04-04,2020-05-06,2020-04-04,NA32,15208.86
10811,U001,0200769623,WAL-MAR associates,,2020.0,1930642928.0,2020-03-14,2020-03-29,2020-03-14,NAH4,17962.53
10816,U001,0200795490,HY -  llc,,2020.0,1930642779.0,2020-03-12,2020-03-27,2020-03-12,NAA8,89549.28
10817,U001,0200726979,BJ'S  co,,2020.0,1930645932.0,2020-03-12,2020-03-27,2020-03-12,NAA8,55.21
10841,U001,0200126819,MCLANE associates,,2020.0,1930705684.0,2020-03-28,2020-04-12,2020-03-28,NAA8,12356.64
10842,U001,0200769623,WAL-MAR in,,2020.0,1930775773.0,2020-04-11,2020-04-26,2020-04-11,NAH4,11186.53
10844,U001,0200761734,H E BUT systems,,2020.0,1930652334.0,2020-03-18,2020-04-02,2020-03-18,NAA8,14868.0
10845,U001,0200759878,SA ,,2020.0,1930692362.0,2020-03-25,2020-04-09,2020-03-25,NAH4,30581.33
10863,U001,0200592182,DECA foundation,,2020.0,1930809805.0,2020-04-21,2020-05-09,2020-04-16,NAM4,17797.88
10870,U001,0200769623,WAL-MAR in,,2020.0,1930799125.0,2020-04-17,2020-05-02,2020-04-17,NAH4,5601.67
10872,U001,200769623,WAL-MAR corporation,,2020.0,1930682396.0,2020-03-23,2020-04-07,2020-03-23,NAH4,35963.35
10879,U001,200769623,WAL-MAR in,,2020.0,1930882696.0,2020-05-10,2020-05-25,2020-05-10,NAH4,6890.15
10884,CA02,0140104440,SO associates,,2020.0,2960628794.0,2020-04-19,2020-05-01,2020-04-21,CA10,107678.907
10885,U001,0200769623,WAL-MAR corporation,,2020.0,1930597345.0,2020-03-04,2020-03-19,2020-03-04,NAH4,4145.27
10892,U001,0200769623,WAL-MAR systems,,2020.0,1930652461.0,2020-03-16,2020-03-31,2020-03-16,NAH4,6532.6
10899,CA02,0140106408,WAL-M us,,2020.0,2960630467.0,2020-04-25,2020-05-06,2020-04-26,CA10,54659.38799999999
10903,U001,200704858,WAKE us,,2020.0,1930858371.0,2020-05-06,2020-05-21,2020-05-06,NAA8,46061.42
10910,U001,0200762301,C&S WH corp,,2020.0,1930714972.0,2020-03-28,2020-04-12,2020-03-28,NAC6,94185.21
10911,U001,0200793122,PIGGLY associates,,2020.0,1930800450.0,2020-04-20,2020-05-05,2020-04-20,NAA8,24813.18
10913,U001,0200769623,WAL-MAR llc,,2020.0,1930808613.0,2020-04-21,2020-05-06,2020-04-21,NAH4,2713.05
10940,U001,0200756072,REINHA corporation,,2020.0,1930688867.0,2020-03-25,2020-04-09,2020-03-25,NAA8,38510.43
10947,U001,0200759878,SA corporation,,2020.0,1930787628.0,2020-04-02,2020-05-17,2020-04-02,NAWP,109220.96
10954,U001,0200769623,WAL-MAR trust,,2020.0,1930570932.0,2020-02-28,2020-03-14,2020-02-28,NAH4,44678.56
10957,U001,0200705372,FR corporation,,2020.0,1930688324.0,2020-03-25,2020-04-09,2020-03-25,NAA8,80920.0
10965,U001,0200900212,CASEY foundation,,2020.0,1930639645.0,2020-03-11,2020-03-26,2020-03-11,NAA8,26941.79
10976,U001,0200756072,REINHA in,,2020.0,1930715562.0,2020-03-30,2020-04-14,2020-03-30,NAA8,26326.08
10984,U001,0200769623,WAL-MAR in,,2020.0,1930622723.0,2020-03-08,2020-03-23,2020-03-08,NAH4,27340.41
10997,U001,0200769623,WAL-MAR ,,2020.0,1930843657.0,2020-05-01,2020-05-16,2020-05-01,NAH4,13813.24
11003,U001,0100021540,MASTER corporation,,2020.0,1930728993.0,2020-04-02,2020-04-12,2020-04-02,NA10,83884.44
11004,U001,0200794332,COST associates,,2020.0,1930652562.0,2020-03-18,2020-04-02,2020-03-18,NAAX,4849.77
11005,U001,0200726979,BJ'S  us,,2020.0,1930685180.0,2020-03-22,2020-04-06,2020-03-22,NAA8,444.37
11012,U001,0200148860,DOLLA co,,2020.0,1930645651.0,2020-03-14,2020-03-29,2020-03-14,NAA8,16112.33
11020,U001,0200769623,WAL-MAR associates,,2020.0,1930646679.0,2020-03-13,2020-03-28,2020-03-13,NAH4,17754.5
11025,U001,0200769623,WAL-MAR llc,,2020.0,1930724891.0,2020-04-01,2020-04-16,2020-04-01,NAH4,598.03
11032,U001,0200769623,WAL-MAR co,,2020.0,1930732624.0,2020-04-04,2020-04-19,2020-04-04,NAH4,4486.27
11038,U001,0200769623,WAL-MAR corporation,,2020.0,1930823107.0,2020-04-25,2020-05-10,2020-04-25,NAH4,27860.74
11040,U001,0200230690,DECA trust,,2020.0,1930623943.0,2020-03-09,2020-03-24,2020-03-01,NAM4,1303.74
11042,U001,0200705742,DOT ,,2020.0,1930587196.0,2020-03-02,2020-04-03,2020-03-02,NA32,76218.17
11048,U001,0200769623,WAL-MAR corp,,2020.0,1930594541.0,2020-03-04,2020-03-19,2020-03-04,NAH4,2750.14
11049,U001,0200769623,WAL-MAR ,,2020.0,1930819885.0,2020-04-25,2020-05-10,2020-04-25,NAH4,23550.88
11056,U001,200769623,WAL-MAR corp,,2020.0,1930717751.0,2020-03-29,2020-04-13,2020-03-29,NAH4,42232.84
11064,U001,0200555117,BURR co,,2020.0,1930682640.0,2020-03-22,2020-04-06,2020-03-22,NAA8,69812.95
11073,U013,100055606,ALVARE co,,2020.0,1991842067.0,2020-04-20,2020-05-20,2020-04-20,NAVE,21963.6
11080,CA02,140106408,WAL-M trust,,2020.0,2960627861.0,2020-04-10,2020-04-21,2020-04-11,CA10,13875.904
11082,U001,0200789896,RIVER  llc,,2020.0,1930765682.0,2020-04-08,2020-04-23,2020-04-08,NAA8,19532.43
11083,U001,0200974851,RESTA associates,,2020.0,1930646122.0,2020-03-12,2020-04-01,2020-03-12,NAD1,2247.82
11087,CA02,0140106181,THE  ,,2020.0,2960631522.0,2020-05-01,2020-05-11,2020-05-01,CA10,13417.131000000001
11094,U001,0200769623,WAL-MAR foundation,,2020.0,1930713413.0,2020-03-28,2020-04-12,2020-03-28,NAH4,1991.84
11098,U001,0200759878,SA ,,2020.0,1930732795.0,2020-04-04,2020-04-19,2020-04-04,NAH4,13135.6
11100,U001,200729290,KROGER corporation,,2020.0,1930850650.0,2020-05-01,2020-05-16,2020-05-01,NAA8,40083.24
11106,U001,0200726979,BJ'S  corp,,2020.0,1930706294.0,2020-03-27,2020-04-11,2020-03-27,NAA8,221.26
11110,U001,0200763814,SYSCO F in,,2020.0,1930772224.0,2020-04-09,2020-04-24,2020-04-09,NAA8,1259.05
11114,U001,0200794332,COST corp,,2020.0,1930817913.0,2020-04-24,2020-05-09,2020-04-24,NAAX,32481.88
11118,U001,0200769623,WAL-MAR systems,,2020.0,1930778468.0,2020-04-12,2020-04-27,2020-04-12,NAH4,28464.61
11132,U001,0200769623,WAL-MAR systems,,2020.0,1930844182.0,2020-05-01,2020-05-16,2020-05-01,NAH4,11307.78
11133,U001,200769623,WAL-MAR systems,,2020.0,1930681379.0,2020-03-22,2020-04-06,2020-03-22,NAH4,33729.82
11135,U001,0200762301,C&S WH in,,2020.0,1930814514.0,2020-04-22,2020-05-07,2020-04-22,NAC6,80524.35
11137,U001,0200555117,BURR associates,,2020.0,1930622149.0,2020-03-09,2020-03-24,2020-03-09,NAA8,83401.91
11140,U001,0200769623,WAL-MAR trust,,2020.0,1930745490.0,2020-04-06,2020-04-21,2020-04-06,NAH4,122.57
11143,U001,0200769623,WAL-MAR associates,,2020.0,1930747607.0,2020-04-04,2020-04-19,2020-04-04,NAH4,21570.36
11168,U001,0200152991,JET corp,,2020.0,1930847127.0,2020-05-01,2020-05-16,2020-05-01,NAA8,4925.06
11169,U001,0200744019,TARG ,,2020.0,1930716241.0,2020-03-30,2020-04-14,2020-03-30,NAA8,34606.55
11170,U001,200418007,AM llc,,2020.0,1930876332.0,2020-05-07,2020-05-22,2020-05-07,NAA8,2702.04
11172,U001,0200762301,C&S WH corp,,2020.0,1930830971.0,2020-04-30,2020-05-15,2020-04-30,NAC6,36195.5
11179,U001,0200769623,WAL-MAR corporation,,2020.0,1930801525.0,2020-04-19,2020-05-04,2020-04-19,NAH4,28255.35
11183,U001,0200769623,WAL-MAR systems,,2020.0,1930827027.0,2020-04-27,2020-05-12,2020-04-27,NAH4,661.11
11186,U001,0200769623,WAL-MAR systems,,2020.0,1930624629.0,2020-03-11,2020-03-26,2020-03-11,NAH4,5021.84
11191,U001,0200769623,WAL-MAR ,,2020.0,1930833670.0,2020-04-29,2020-05-14,2020-04-29,NAH4,14257.84
11197,U001,0200799367,MCL co,,2020.0,1930778476.0,2020-04-15,2020-04-30,2020-04-15,NAA8,29234.42
11203,U001,0200776463,KROGE corporation,,2020.0,1930659969.0,2020-03-16,2020-03-31,2020-03-16,NAA8,132092.3
11217,U001,0200764795,SYSCO  corporation,,2020.0,1930642165.0,2020-03-12,2020-04-01,2020-03-12,NAD1,1478.44
11232,U001,0200793568,SUPE ,,2020.0,1930764770.0,2020-04-08,2020-04-23,2020-04-08,NAA8,84787.78
11245,U001,0200724999,GILSTE in,,2020.0,1930729941.0,2020-04-01,2020-04-11,2020-04-01,NA10,44226.65
11248,U001,0200726979,BJ'S  associates,,2020.0,1930593012.0,2020-03-03,2020-03-18,2020-03-03,NAA8,370.02
11252,U001,0200744019,TARG ,,2020.0,1930823965.0,2020-04-25,2020-05-10,2020-04-25,NAA8,8937.24
11254,U001,0200762301,C&S WH ,,2020.0,1930859794.0,2020-05-07,2020-05-22,2020-05-07,NAC6,93460.65
11257,U001,0200769623,WAL-MAR associates,,2020.0,1930652199.0,2020-03-15,2020-03-30,2020-03-15,NAH4,14165.84
11261,U001,0200769623,WAL-MAR llc,,2020.0,1930662046.0,2020-03-19,2020-04-03,2020-03-19,NAH4,3270.04
11263,U001,0200778998,CE associates,,2020.0,1930777669.0,2020-04-13,2020-04-28,2020-04-13,NAA8,22268.88
11264,U001,0200920735,ALBERT corp,,2020.0,1930722962.0,2020-03-31,2020-04-15,2020-03-31,NAA8,25447.97
11266,U001,0200737918,W LEE  trust,,2020.0,1930740192.0,2020-04-04,2020-04-19,2020-04-04,NAA8,2678.19
11267,U001,0200779906,BOZZU in,,2020.0,1930751608.0,2020-04-05,2020-04-20,2020-04-05,NAA8,87537.97
11281,U001,0200726979,BJ'S  systems,,2020.0,1930647269.0,2020-03-13,2020-03-28,2020-03-13,NAA8,19272.02
11295,U001,0200752302,KROGER ,,2020.0,1930795650.0,2020-04-18,2020-05-03,2020-04-18,NAA8,34470.88
11297,U001,0200769556,SHAM foundation,,2020.0,1930783150.0,2020-04-15,2020-04-30,2020-04-15,NAA8,14714.74
11300,U001,0200759878,SA foundation,,2020.0,1930623162.0,2020-03-08,2020-03-23,2020-03-08,NAH4,39311.5
11309,U001,0200769623,WAL-MAR corp,,2020.0,1930691757.0,2020-03-24,2020-04-08,2020-03-24,NAH4,14248.66
11315,U001,0200739534,OK co,,2020.0,1930723821.0,2020-03-30,2020-04-14,2020-03-30,NAA8,38130.27
11320,U001,0200762301,C&S WH in,,2020.0,1930846483.0,2020-05-02,2020-05-17,2020-05-02,NAC6,105163.74
11322,CA02,0140104440,SO in,,2020.0,2960630695.0,2020-04-28,2020-05-10,2020-04-30,CA10,30345.020999999997
11324,U001,0200803720,DEC ,,2020.0,1930690655.0,2020-03-24,2020-04-08,2020-03-16,NAM4,602.76
11326,U001,0200230690,DECA in,,2020.0,1930804275.0,2020-04-21,2020-03-23,2020-03-16,NAM1,6220.25
11334,U001,0200769623,WAL-MAR co,,2020.0,1930714529.0,2020-03-30,2020-04-14,2020-03-30,NAH4,50734.86
11335,U001,0200769623,WAL-MAR llc,,2020.0,1930829681.0,2020-04-27,2020-05-12,2020-04-27,NAH4,1914.75
11336,U001,0200020431,DEC co,,2020.0,1930617737.0,2020-03-07,2020-03-08,2020-03-01,NAM1,10195.04
11338,U001,0200772670,ASSOCIAT us,,2020.0,1930703245.0,2020-03-25,2020-04-09,2020-03-25,NAU5,107634.97
11346,U001,0200707822,PUBLI foundation,,2020.0,1930779962.0,2020-04-12,2020-04-27,2020-04-12,NAA8,34819.51
11355,U001,100031704,DELHAIZE ,,2020.0,1930642758.0,2020-03-18,2020-04-02,2020-03-18,NAA8,7163.94
11356,U001,0200800406,CARGILL  associates,,2020.0,1930670682.0,2020-03-20,2020-03-30,2020-03-20,NA10,84138.75
11367,U001,0200763489,GENERAL trust,,2020.0,1930666662.0,2020-03-19,2020-05-23,2020-03-19,NAGD,2630.56
11369,U001,0200769623,WAL-MAR co,,2020.0,1930849052.0,2020-05-02,2020-05-17,2020-05-02,NAH4,853.31
11372,U001,0200418007,AM us,,2020.0,1930789930.0,2020-04-16,2020-05-01,2020-04-16,NAA8,8957.0
11376,U001,0200704858,WAKE in,,2020.0,1930670841.0,2020-03-19,2020-04-03,2020-03-19,NAA8,35866.25
11378,U001,0200704858,WAKE associates,,2020.0,1930624141.0,2020-03-09,2020-03-24,2020-03-09,NAA8,113608.68
11385,U001,0200519201,KROGE trust,,2020.0,1930781338.0,2020-04-15,2020-04-30,2020-04-15,NAA8,3189.63
11401,U001,0200772595,SAFEW llc,,2020.0,1930610458.0,2020-03-07,2020-03-22,2020-03-07,NAA8,79113.24
11403,U001,0200915438,GROC us,,2020.0,1930768851.0,2020-04-14,2020-04-29,2020-04-14,NAA8,13148.0
11409,U001,0100031704,DELHAIZE corp,,2020.0,1930812554.0,2020-04-22,2020-05-07,2020-04-22,NAA8,143738.28
11415,U001,200936373,SUPE in,,2020.0,1930851970.0,2020-05-04,2020-05-19,2020-05-04,NAA8,113067.19
11418,U001,CCU013,KRAFT F corporation,,2020.0,1930626187.0,2020-03-09,2020-03-09,2020-03-09,NAX2,13275.37
11426,U001,0200936373,SUPE associates,,2020.0,1930803139.0,2020-04-20,2020-05-05,2020-04-20,NAA8,879.0
11427,U001,0200434439,BAUGH SU in,,2020.0,1930647735.0,2020-03-12,2020-03-27,2020-03-12,NAA8,63787.36
11443,CA02,0140104440,SO ,,2020.0,2960627486.0,2020-04-13,2020-04-25,2020-04-15,CA10,3340.9249999999997
11452,U001,0200769623,WAL-MAR ,,2020.0,1930647429.0,2020-03-13,2020-03-28,2020-03-13,NAH4,23175.51
11454,U001,0200782001,GORDO llc,,2020.0,1930630861.0,2020-03-10,2020-03-25,2020-03-10,NAA8,36857.31
11474,U001,0200761734,H E BUT associates,,2020.0,1930655820.0,2020-03-16,2020-03-31,2020-03-16,NAA8,46628.37
11478,U001,0200353024,DECA trust,,2020.0,1930876242.0,2020-05-07,2020-05-24,2020-05-01,NAM4,6881.53
11482,U001,0200769623,WAL-MAR ,,2020.0,1930860204.0,2020-05-06,2020-05-21,2020-05-06,NAH4,85841.02
11486,U001,0200759878,SA us,,2020.0,1930829447.0,2020-04-27,2020-05-12,2020-04-27,NAH4,13102.73
11491,U001,0200769623,WAL-MAR corp,,2020.0,1930676516.0,2020-03-20,2020-04-04,2020-03-20,NAH4,18172.02
11503,U001,0200580232,INTERR us,,2020.0,1930774421.0,2020-04-09,2020-04-19,2020-04-09,NA10,19188.75
11509,U001,0200416837,DEC corporation,,2020.0,1930857577.0,2020-05-05,2020-05-24,2020-05-01,NAM4,2575.81
11511,U001,0200705742,DOT foundation,,2020.0,1930840009.0,2020-04-30,2020-06-01,2020-04-30,NA32,1570.32
11521,U001,0200416837,DEC corporation,,2020.0,1930859939.0,2020-05-05,2020-05-24,2020-05-01,NAM4,1323.12
11529,CA02,0140105785,SHOPPE systems,,2020.0,2960628910.0,2020-04-14,2020-04-25,2020-04-15,CA10,73294.82999999999
11542,U001,0200762950,HAR trust,,2020.0,1930785580.0,2020-04-14,2020-04-29,2020-04-14,NAA8,16751.8
11548,U001,200794332,COST co,,2020.0,1930858172.0,2020-05-07,2020-05-22,2020-05-07,NAAX,14772.55
11550,U001,0200416837,DEC foundation,,2020.0,1930753587.0,2020-04-06,2020-04-24,2020-04-01,NAM4,2631.01
11551,U001,0200152991,JET ,,2020.0,1930667015.0,2020-03-18,2020-04-02,2020-03-18,NAA8,147.74
11557,U001,0200744019,TARG ,,2020.0,1930832507.0,2020-04-29,2020-05-14,2020-04-29,NAA8,3573.19
11566,U001,0200769623,WAL-MAR in,,2020.0,1930623728.0,2020-03-10,2020-03-25,2020-03-10,NAH4,63745.22
11567,U001,0200416837,DEC foundation,,2020.0,1930858037.0,2020-05-05,2020-05-24,2020-05-01,NAM4,4330.35
11572,U001,0200726979,BJ'S  systems,,2020.0,1930655196.0,2020-03-15,2020-03-30,2020-03-15,NAA8,669.23
11580,U001,0200726979,BJ'S  associates,,2020.0,1930584422.0,2020-03-01,2020-03-16,2020-03-01,NAA8,267.02
11585,U001,0200761734,H E BUT us,,2020.0,1930631504.0,2020-03-11,2020-03-26,2020-03-11,NAA8,86236.05
11589,CA02,140106408,WAL-M corp,,2020.0,2960629257.0,2020-04-18,2020-04-29,2020-04-19,CA10,65450.55299999999
11590,U001,0200707822,PUBLI co,,2020.0,1930645405.0,2020-03-12,2020-03-27,2020-03-12,NAA8,604.04
11592,CA02,0140106408,WAL-M associates,,2020.0,2960622736.0,2020-03-20,2020-03-30,2020-03-20,CA10,2189.25
11598,U001,200771157,WEIS corp,,2020.0,1930684206.0,2020-03-21,2020-04-05,2020-03-21,NAA8,132665.21
11599,U001,0200729290,KROGER systems,,2020.0,1930816111.0,2020-04-23,2020-05-08,2020-04-23,NAA8,12290.6
11604,U001,0200418007,AM us,,2020.0,1930763605.0,2020-04-08,2020-06-12,2020-04-08,NAGD,2032.44
11606,U001,0200759878,SA ,,2020.0,1930710160.0,2020-03-30,2020-04-14,2020-03-30,NAH4,29617.79
11609,U001,0200769623,WAL-MAR trust,,2020.0,1930848685.0,2020-05-04,2020-05-19,2020-05-04,NAH4,26130.42
11624,U001,0200769623,WAL-MAR associates,,2020.0,1930610860.0,2020-03-06,2020-03-21,2020-03-06,NAH4,30961.44
11627,U001,0200772595,SAFEW in,,2020.0,1930814773.0,2020-04-24,2020-05-09,2020-04-24,NAA8,139044.75
11629,U001,0200803720,DEC ,,2020.0,1930819346.0,2020-04-23,2020-05-09,2020-04-16,NAM4,420.24
11634,U001,0200755701,ASSOCI co,,2020.0,1930833943.0,2020-04-29,2020-05-14,2020-04-29,NAA8,74346.37
11641,U001,0200780383,MEIJ corp,,2020.0,1930670311.0,2020-03-18,2020-04-02,2020-03-18,NAA8,32585.28
11644,U001,0200900212,CASEY in,,2020.0,1930788661.0,2020-04-15,2020-04-30,2020-04-15,NAA8,10259.25
11646,U001,0200743123,KROGER foundation,,2020.0,1930648213.0,2020-03-13,2020-03-28,2020-03-13,NAA8,12982.73
11657,U001,0200772670,ASSOCIAT foundation,,2020.0,1930760439.0,2020-04-07,2020-04-22,2020-04-07,NAU5,9302.66
11661,U001,0200762950,HAR corp,,2020.0,1930722869.0,2020-03-31,2020-04-15,2020-03-31,NAA8,43420.38
11668,U001,0200772595,SAFEW foundation,,2020.0,1930812738.0,2020-04-23,2020-05-08,2020-04-23,NAA8,89709.7
11669,U001,0200307138,UTZ Q corp,,2020.0,1930781278.0,2020-04-15,2020-05-15,2020-04-15,NAD5,58506.0
11671,U001,0200799420,HT HA us,,2020.0,1930848347.0,2020-05-01,2020-05-16,2020-05-01,NAA8,4041.39
11679,CA02,0140104429,COSTCO us,,2020.0,2960616597.0,2020-03-09,2020-03-26,2020-03-16,CA10,23679.487999999998
11696,U001,0200769623,WAL-MAR ,,2020.0,1930660902.0,2020-03-18,2020-04-02,2020-03-18,NAH4,21700.78
11698,U001,0200881076,ALBERT llc,,2020.0,1930805985.0,2020-04-20,2020-05-05,2020-04-20,NAA8,33137.35
11701,U001,200769623,WAL-MAR trust,,2020.0,1930855472.0,2020-05-05,2020-05-20,2020-05-05,NAH4,4299.63
11705,U001,0200769623,WAL-MAR in,,2020.0,1930621071.0,2020-03-09,2020-03-24,2020-03-09,NAH4,47807.12
11712,U001,0200759878,SA in,,2020.0,1930761497.0,2020-04-08,2020-04-23,2020-04-08,NAH4,15005.29
11715,U001,0200792293,UNIFIE systems,,2020.0,1930775552.0,2020-04-10,2020-04-25,2020-04-10,NAA8,24206.42
11717,U001,0200793568,SUPE corporation,,2020.0,1930810396.0,2020-04-22,2020-05-07,2020-04-22,NAA8,154717.03
11725,U001,0200729942,SA associates,,2020.0,1930743409.0,2020-04-03,2020-04-18,2020-04-03,NAA8,13175.3
11733,CA02,0140105785,SHOPPE us,,2020.0,2960623731.0,2020-03-24,2020-04-04,2020-03-25,CA10,70304.07999999999
